t_idx,date,main_pl_nll,top6_recall,hit_any,nll_Bayes,nll_Markov,nll_HMM,nll_LSTM,nll_Transformer,nll_GNN
613,2025-01-06,21.739812172559713,0.16666666666666666,1,22.19054358719811,22.05558601554708,22.440906407495124,21.762439988602402,23.234663916078137,21.555897955598677
614,2025-01-08,21.739812172559713,0.0,0,21.701904110438562,21.920212970156495,20.613813722507526,21.70273354147056,21.97321209464002,21.73445765216812
615,2025-01-11,21.739812172559713,0.0,0,21.88854117174828,21.906763908087893,23.142737208375056,21.776098276052405,21.9217778072943,21.767286204746856
616,2025-01-13,21.739812172559713,0.16666666666666666,1,22.121208421878983,22.09577505276131,24.248564728551766,21.716626973539302,23.104004395830223,21.908162440390008
617,2025-01-15,21.739812172559713,0.16666666666666666,1,21.867369614210457,21.83849050005118,21.914549746248525,21.705879028654987,21.58702432482009,21.5941850449412
618,2025-01-18,21.739812172559713,0.0,0,21.472581979926538,21.48812555892838,21.711993225388344,21.69426360366761,22.589748143234917,21.65143449552853
619,2025-01-20,21.739812172559713,0.0,0,22.1868803230392,22.420576027341397,21.70518099802915,21.751891585636024,21.729788074065777,21.79295395739903
620,2025-01-22,21.739812172559713,0.0,0,21.76114319560907,21.769819902375733,22.546281498450465,21.725616054397193,21.597308146867046,21.563356870252065
621,2025-01-25,21.739812172559713,0.3333333333333333,1,21.719030106913173,21.498719015011304,22.296739737374512,21.69098690825471,23.190930879171315,21.835349823836577
622,2025-01-27,21.739812172559713,0.16666666666666666,1,21.66872108989057,21.474917219514083,22.75547073671212,21.76569501023859,22.4355486494327,21.735163449138863
623,2025-01-29,21.739812172559713,0.0,0,21.654493090031977,21.67042625172769,21.53666406000309,21.75580710674267,22.55224145158113,21.85899985479303
624,2025-02-01,21.739812172559713,0.0,0,22.06070198504978,22.074488595118638,21.73663149362138,21.738662492085297,22.65535591769609,21.643587606680715
625,2025-02-03,21.739812172559713,0.16666666666666666,1,22.029395185174348,21.641285812129507,23.92596983157569,21.758858310033585,23.784877829532704,21.610964971129274
626,2025-02-05,21.739812172559713,0.0,0,21.884608481272075,21.919355020228362,22.33207912255277,21.738242682803428,21.88014006715016,21.535661265462902
627,2025-02-08,21.739812172559713,0.0,0,21.618401917447258,21.649887594208913,21.874325247474026,21.745891171431833,23.262673390216886,21.567416592701885
628,2025-02-10,21.739812172559713,0.16666666666666666,1,21.5257019468684,21.62275260011539,21.65928637765502,21.726698852600485,22.04372955285765,21.766289775974727
629,2025-02-12,21.739812172559713,0.3333333333333333,1,21.81243765318581,21.896608770313748,21.40303144379252,21.759581639577664,22.907927964817393,21.782271460356863
630,2025-02-15,21.739812172559713,0.16666666666666666,1,22.130211127281843,22.206083719209456,22.077521165758576,21.728262055885228,22.174597806569988,21.581626587967765
631,2025-02-17,21.739812172559713,0.16666666666666666,1,21.584552557074648,21.737875515750364,23.106113782800726,21.75526136068101,23.32440079971202,21.78516404127329
632,2025-02-19,21.739812172559713,0.16666666666666666,1,21.27720721845174,21.371994694217356,20.509677007572932,21.797876799117823,22.054085305851224,21.68725859329116
633,2025-02-22,21.739812172559713,0.16666666666666666,1,21.72088466979019,21.776335439891568,25.026064010085683,21.675645111056134,22.458987411265877,21.941371023791838
634,2025-02-24,21.739812172559713,0.0,0,21.98820269661831,21.973647450175374,22.170491430159995,21.746380010220243,21.69948793336535,21.939788121920202
635,2025-02-26,21.739812172559713,0.0,0,21.84948304577164,21.78570242671522,22.51062756743931,21.751578774265102,21.995075971169946,21.527262165029555
636,2025-03-01,21.739812172559713,0.0,0,21.835117359650553,21.875465466945876,21.313748911458205,21.76826001289729,21.976385234623415,21.63010782812281
637,2025-03-03,21.739812172559713,0.0,0,21.80934687658333,21.628903266922,19.77337819239971,21.750590019163962,20.984496518281084,21.688651541833043
638,2025-03-05,21.739812172559713,0.0,0,21.816811413534925,21.873838071834466,24.20914036353151,21.729652716310834,22.89491914798773,21.77443991112162
639,2025-03-08,21.739812172559713,0.16666666666666666,1,21.6056103961498,21.4987933506897,21.677114677824264,21.763057892741067,22.22559919692096,21.592719116262103
640,2025-03-10,21.739812172559713,0.0,0,21.29170382175705,21.168729458233546,21.25685756178702,21.69220602749249,22.725455391335615,21.804141355479796
641,2025-03-12,21.739812172559713,0.3333333333333333,1,21.724224741934794,21.882430453009984,22.35454039781978,21.71315067658915,21.909511825952865,21.804324010120204
642,2025-03-15,21.739812172559713,0.5,1,21.82098133558189,21.919440812922563,23.472579678139326,21.780099980448025,21.660181757755144,21.82935257112929
643,2025-03-17,21.739812172559713,0.0,0,21.635748863776083,21.797725074117718,22.832576408430693,21.689154399733702,21.174346914864817,22.016050274367053
644,2025-03-19,21.739812172559713,0.6666666666666666,1,21.610013231229168,21.393910722539797,22.70523217251888,21.75051856917058,22.952135327050993,21.852043090708435
645,2025-03-22,21.739812172559713,0.0,0,22.148891856911646,21.816657776219174,21.968384953607735,21.6856684720518,21.666683839359433,21.537252677242847
646,2025-03-24,21.739812172559713,0.16666666666666666,1,21.795188210538896,21.900388177730996,23.333621634063544,21.712125737251437,21.745170406013642,21.803184081784703
647,2025-03-26,21.739812172559713,0.3333333333333333,1,21.8306402494688,21.834042343225324,23.264665238896118,21.700316672159094,21.781616262217412,21.762744361967084
648,2025-03-29,21.739812172559713,0.16666666666666666,1,21.810527882723424,21.96345185534904,23.130709662013064,21.748491265619975,21.645693144215738,21.55763537967103
649,2025-03-31,21.739812172559713,0.5,1,21.765493563108535,22.074155187313472,20.26340359576362,21.78944429178592,21.33068159707313,21.66926857677233
650,2025-04-02,21.739812172559713,0.3333333333333333,1,21.158962611083293,21.22694325242716,20.15956704817392,21.785566018603856,20.94409470202925,21.774728379362493
651,2025-04-05,21.739812172559713,0.16666666666666666,1,21.610783398950193,21.46464142427592,20.609511605330084,21.766406832665268,21.788374592732396,21.971118327506446
652,2025-04-07,21.739812172559713,0.16666666666666666,1,21.540374043558472,21.54005968187984,20.63072368885137,21.76133554105795,22.06697505400699,21.80402220976291
653,2025-04-09,21.739812172559713,0.16666666666666666,1,21.71175160319066,21.74329189902202,22.367736243819138,21.737829444073874,21.23737802518132,21.668626577081323
654,2025-04-12,21.739812172559713,0.16666666666666666,1,21.94040768403504,21.57419790031961,23.92573396743762,21.648398252191107,21.293983588981156,21.748646039849632
655,2025-04-14,21.739812172559713,0.16666666666666666,1,21.318605111641624,21.033876994041517,24.77229431115512,21.75336690414843,21.746084367288038,21.791601823482097
656,2025-04-16,21.739812172559713,0.0,0,21.84319698105474,22.000655232075584,22.606012685113782,21.756408506017713,21.10003506958105,21.689096717685565
657,2025-04-19,21.739812172559713,0.0,0,21.54223953612011,21.711194622311034,22.973691668382326,21.693438906566247,22.200010270336374,21.815045674169458
658,2025-04-21,21.739812172559713,0.0,0,21.70697263490618,21.950154551989876,20.928330295074595,21.759042347906075,23.190620528355648,21.63928002612957
659,2025-04-23,21.739812172559713,0.3333333333333333,1,21.726482817902287,21.676214865316418,21.781634408168756,21.73341723888499,22.87794919303744,21.783337606124846
660,2025-04-26,21.739812172559713,0.0,0,21.628867258862893,21.623292397875222,24.613027399873197,21.73098722777327,21.71521944003459,21.67140047243833
661,2025-04-28,21.739812172559713,0.0,0,22.039426717260493,22.060996526229506,23.17974984811383,21.744762518314403,21.844653811022493,21.85789932171995
662,2025-04-30,21.739812172559713,0.3333333333333333,1,21.750264265569363,21.963647682045362,21.587201826956324,21.81395539699351,22.637249274625688,21.659180577005475
663,2025-05-03,21.739812172559713,0.0,0,21.64542778369931,21.503090090640054,21.01660143729915,21.762099926714157,22.358728232030668,21.747157278085428
664,2025-05-05,21.739812172559713,0.16666666666666666,1,21.30506175088241,21.31348823745705,20.311472691805434,21.74317134277406,21.82628714799081,21.726092433299193
665,2025-05-07,21.739812172559713,0.16666666666666666,1,22.340992055445128,22.340852161928833,23.96123494797895,21.733516110093042,21.448992105771598,22.006113016034455
666,2025-05-10,21.739812172559713,0.0,0,21.579754107608206,21.368445213379655,22.438875659474732,21.716067387771467,22.10141815815093,21.802066153308893
667,2025-05-12,21.739812172559713,0.16666666666666666,1,22.298686192879455,22.395531721217317,23.805343312274587,21.763633756156853,21.702213252092914,21.991640399114367
668,2025-05-14,21.739812172559713,0.3333333333333333,1,21.31028921700227,21.27739229980713,20.846433304001522,21.74107409546116,21.628506279840604,21.748989439947096
669,2025-05-17,21.739812172559713,0.16666666666666666,1,22.013257906439254,21.932553811038325,23.886139612953425,21.74649724945679,22.119308380776037,21.646857164378144
670,2025-05-19,21.739812172559713,0.0,0,21.76908313812613,21.901679635254645,20.666310275555123,21.79664319440181,22.22129321015502,21.689875377234685
671,2025-05-21,21.739812172559713,0.16666666666666666,1,21.90188677649622,21.738228154088638,20.153142907022648,21.712634437572262,22.36907484546086,21.755898436700274
672,2025-05-24,21.739812172559713,0.3333333333333333,1,22.44646807711069,22.574833365165638,24.5029485091642,21.730634478463344,22.66088349288525,21.927399575664555
673,2025-05-26,21.739812172559713,0.16666666666666666,1,21.87036177219549,21.681472233113364,24.342723564282494,21.77050131472022,21.539782324523586,21.824630212611293
674,2025-05-28,21.739812172559713,0.3333333333333333,1,21.861033674372642,21.7814551256159,22.0724282141157,21.76628531625021,21.919383421267852,21.68258606483072
675,2025-05-31,21.739812172559713,0.16666666666666666,1,22.132358879564823,22.088432244702876,20.710261709373153,21.706652040787144,20.993642663276905,21.764492506238117
676,2025-06-02,21.739812172559713,0.16666666666666666,1,22.24695194799989,22.246500452143916,20.5525784779292,21.626901511930857,19.246031767831916,21.804000703905327
677,2025-06-04,21.739812172559713,0.16666666666666666,1,22.02793562403253,22.14830709727081,22.623567398769037,21.744850748856408,21.80757567781231,21.771971974135504
678,2025-06-07,21.739812172559713,0.16666666666666666,1,21.86505373906732,21.859261666143276,21.710781027077278,21.72168484856547,22.15074768893353,21.51487862208756
679,2025-06-09,21.739812172559713,0.0,0,21.236252992741488,21.235917511385193,23.497752335708736,21.837186291474737,21.61525868402711,21.72111314309334
680,2025-06-11,21.739812172559713,0.3333333333333333,1,21.643357444411826,21.681181063121517,22.916058875867506,21.74313686992556,21.765224163332004,21.923887432797102
681,2025-06-14,21.739812172559713,0.16666666666666666,1,22.165605747633943,22.23580061018107,23.560293859499385,21.683644228644738,20.95030282680448,22.098519412671056
682,2025-06-16,21.739812172559713,0.16666666666666666,1,22.049560403554356,21.99801948542526,23.38562533603818,21.710361704391776,20.53005327431772,21.895744467455664
683,2025-06-18,21.739812172559713,0.3333333333333333,1,21.124072816214568,20.943722655825546,23.69938810726861,21.724545678621745,22.102509446369947,21.66367057475864
684,2025-06-21,21.739812172559713,0.3333333333333333,1,21.62692564515449,21.71637266473389,22.61236438342544,21.7049848909938,21.841784574088123,21.604158461497363
685,2025-06-23,21.739812172559713,0.16666666666666666,1,21.243873254573632,21.26854817685103,21.694116427293302,21.765120113108075,22.410225043426237,21.749003202456898
686,2025-06-25,21.739812172559713,0.16666666666666666,1,21.774323559709046,21.627060747496714,21.075684487844583,21.6931811129977,21.6370882347901,21.785398935218883
687,2025-06-28,21.739812172559713,0.0,0,21.70700708314583,22.002753439256313,22.868899165431884,21.71653426312991,21.435161481377534,21.769664686618825
688,2025-06-30,21.739812172559713,0.0,0,22.08470134092526,22.05456999680645,21.56608050080188,21.73050921636289,21.98980405049905,21.710340082772316
689,2025-07-02,21.739812172559713,0.0,0,21.6294526800987,21.634978224471105,22.751163202379004,21.721547519861918,21.096527515165185,21.523080704225723
690,2025-07-05,21.739812172559713,0.0,0,21.897068062058953,22.15503716308281,22.047795564276417,21.708094603446135,21.666353853244647,21.603089840968856
691,2025-07-07,21.739812172559713,0.16666666666666666,1,21.28984184656929,21.32166445654974,21.574015977073977,21.739202654878607,22.50165290307941,21.931778327836597
692,2025-07-09,21.739812172559713,0.16666666666666666,1,22.290822267056175,22.241815226225633,23.804914942778446,21.733531391469935,21.357625744234753,21.94160861540735
693,2025-07-12,21.739812172559713,0.16666666666666666,1,21.661487545162416,21.628120432731727,21.30589514116061,21.712779370747352,22.127875794728283,21.736800279556046
694,2025-07-14,21.739812172559713,0.0,0,22.194558831541652,22.21831375169205,21.782679430413285,21.735104747185193,22.24247625975446,21.66746320113129
695,2025-07-16,21.739812172559713,0.16666666666666666,1,21.483384359772945,21.6932161545022,21.345457491573946,21.744129681121244,23.14280741768398,21.614441209845218
696,2025-07-19,21.739812172559713,0.16666666666666666,1,21.65433686185877,21.56060733518718,20.548085964042066,21.75665686477093,21.676411563061208,21.615159724010304
697,2025-07-21,21.739812172559713,0.16666666666666666,1,21.65648088909915,21.555268226481047,21.727562768086457,21.695746151850233,20.909737628631934,21.686117160601363
698,2025-07-23,21.739812172559713,0.0,0,22.103495658888242,22.116908901511273,22.028265547802157,21.79717599676151,22.201271171659478,21.647290202739175
699,2025-07-26,21.739812172559713,0.3333333333333333,1,22.03630475991032,21.92719530136511,21.839066616885024,21.741036778452138,21.259846676864218,21.712411150017825
700,2025-07-28,21.739812172559713,0.0,0,22.05837025403125,21.83480323362477,23.24778547217361,21.72341155791478,22.543139886990062,21.56463000175943
701,2025-07-30,21.739812172559713,0.0,0,21.465196493259203,21.322119380945832,23.53126640747374,21.690429375753887,22.05958717415829,22.005215618675518
702,2025-08-02,21.739812172559713,0.16666666666666666,1,21.72857560759586,21.723439123193845,23.855182866353687,21.72333781129918,22.279401189735374,21.692278134079427
703,2025-08-04,21.739812172559713,0.0,0,21.976026366998028,21.836565485571423,23.59850315077995,21.70565371005233,20.766271438797478,21.88827106590771
704,2025-08-06,21.739812172559713,0.16666666666666666,1,21.819755260569444,21.865578686381966,20.922481401586648,21.733744621884032,23.694468657876666,21.740755710672854
705,2025-08-09,21.739812172559713,0.0,0,21.828874546193774,21.828218484494492,22.89203823191861,21.742116932793905,23.218451355684373,21.592233834255754
706,2025-08-11,21.739812172559713,0.3333333333333333,1,21.797010932003488,21.916983965951072,21.20943166961857,21.697397410760114,22.215643874556285,21.7699793691813
707,2025-08-13,21.739812172559713,0.0,0,21.869344123579197,21.73227792747912,22.919692383541072,21.717546227447663,22.47723562022687,21.704882639838534
708,2025-08-16,21.739812172559713,0.0,0,21.619094850344688,21.73784263109639,22.48748397619937,21.75697321344666,20.811563015770705,21.75576699155195
709,2025-08-18,21.739812172559713,0.0,0,21.69693062549089,21.69447252212803,24.30403191198615,21.794423945391053,21.427520590092797,21.407223830891144
710,2025-08-20,21.739812172559713,0.5,1,21.85012702217611,21.76743184426602,23.879803660160267,21.719118213235575,21.049310331187357,21.845083268879993
711,2025-08-23,21.739812172559713,0.0,0,21.44471630136377,21.573865278046227,22.075089368124477,21.746249037109877,21.561696162257594,21.786495567391988
712,2025-08-25,21.739812172559713,0.16666666666666666,1,21.932340271381676,21.94567637008387,22.408906854471276,21.746809361195762,21.398777411782017,21.787600460157982
713,2025-08-27,21.739812172559713,0.16666666666666666,1,21.638792870050025,21.664284596841412,22.06613409561962,21.78503993735963,22.729155671675084,21.756849559091748
714,2025-08-30,21.739812172559713,0.0,0,21.884921389424225,21.6178375950594,21.220829043992364,21.744778560723276,21.815157518498708,21.654522868836583
715,2025-09-01,21.739812172559713,0.16666666666666666,1,21.61672310568804,21.496953505739878,23.495070481191583,21.756055998553556,21.068310506407304,21.632518582457752
716,2025-09-03,21.739812172559713,0.16666666666666666,1,21.560284887152296,21.58084039169096,20.730841196439716,21.770483750879457,21.054628109088966,21.765867650582283
717,2025-09-06,21.739812172559713,0.3333333333333333,1,22.18961222535978,22.305093071599288,21.983609309236687,21.732355699012594,21.815014553696003,21.590486020392934
718,2025-09-08,21.739812172559713,0.16666666666666666,1,21.900914028377546,21.91021973233159,21.242272911365305,21.73363811687966,21.88265957092299,21.651796372821394
719,2025-09-10,21.739812172559713,0.16666666666666666,1,21.586135847607917,21.51023430609327,20.904945423823285,21.77950530745514,23.131645452643856,21.673584896547677
720,2025-09-13,21.739812172559713,0.3333333333333333,1,21.409267610559,21.21811092019763,22.905525281827675,21.71545721116681,21.49906446071263,21.75687068084125
721,2025-09-15,21.739812172559713,0.16666666666666666,1,22.070554176002542,22.00367712223111,23.63501701098721,21.731992797347313,21.795141712984176,21.783446919306357
722,2025-09-17,21.739812172559713,0.3333333333333333,1,21.775401034877067,21.893055526998765,20.538340136078798,21.735396846765358,21.02341072937892,21.635253499058432
723,2025-09-20,21.739812172559713,0.16666666666666666,1,21.898221320310448,21.821447670592175,22.62027245279802,21.742325816378752,22.23447065436092,21.8249114703852
724,2025-09-22,21.739812172559713,0.16666666666666666,1,21.639232708485473,21.69567560303037,23.561276312599837,21.710233426736867,22.88173760514756,21.95113636562402
725,2025-09-24,21.739812172559713,0.3333333333333333,1,21.4746186846659,21.454815784169966,24.806292663367344,21.740478080882085,22.74890379577589,21.709113271020087
726,2025-09-27,21.739812172559713,0.0,0,22.06120801229207,22.210734873440288,22.056407464410384,21.739280904457985,21.234447778444498,21.545465117288813
727,2025-09-29,21.739812172559713,0.0,0,21.64668551659615,21.683623707815094,21.39895306403783,21.752981185642682,22.134535566722437,22.042903696621984
728,2025-10-01,21.739812172559713,0.0,0,21.996663628980812,22.06891797274793,22.7404581997662,21.69941558390627,21.414361372201576,21.85904265582425
729,2025-10-04,21.739812172559713,0.16666666666666666,1,21.828639301581383,21.672096369697382,20.89695990118301,21.735361868776806,22.691013349572422,21.98319548424785
730,2025-10-06,21.739812172559713,0.16666666666666666,1,21.937696224311175,21.817444022359282,22.014487873990543,21.710214084396018,21.761089078713464,21.79485554612362
731,2025-10-08,21.739812172559713,0.3333333333333333,1,21.53999688537389,21.41292005755618,21.059334120648284,21.722749302224745,22.167498049124603,21.830502576759116
732,2025-10-11,21.739812172559713,0.16666666666666666,1,22.10316454000718,22.178717921527603,23.277525142311955,21.711015900093297,21.066934592246195,21.760548041903792
733,2025-10-13,21.739812172559713,0.16666666666666666,1,21.90694630553718,21.94557873733282,20.617403442520498,21.75226439537091,21.021221448902065,21.70972142252459
734,2025-10-15,21.739812172559713,0.16666666666666666,1,21.911954054034073,21.94579938869537,21.615720529662244,21.73629757364252,22.37704558373243,21.634300570904852
735,2025-10-18,21.739812172559713,0.16666666666666666,1,21.863314495997205,21.989320029688244,22.550831245021513,21.72636019842224,22.178297299387967,21.870738058022038
736,2025-10-20,21.739812172559713,0.3333333333333333,1,21.917759645843326,22.099690123447523,21.314461186097347,21.744487340272492,22.202800262679077,21.85408751728562
737,2025-10-22,21.739812172559713,0.16666666666666666,1,22.02599071933384,22.177363189080786,22.199889812558,21.770401734119044,21.20149162685716,21.79207819141682
738,2025-10-25,21.739812172559713,0.0,0,22.089080735100623,21.894041389071106,21.679140378949203,21.78008451844522,23.709303414393144,21.77461891592705
739,2025-10-27,21.739812172559713,0.5,1,21.75287509612487,21.76810945312645,20.82771125428135,21.77747982377446,22.746405205445612,21.873980271411142
740,2025-10-29,21.739812172559713,0.16666666666666666,1,22.09545638370933,22.07237960109398,21.004217456800372,21.761815766733587,21.582748630928986,21.594166586478764
741,2025-11-01,21.739812172559713,0.0,0,21.65145573339258,21.579543560769594,23.51090776997501,21.647474481593253,21.61861824249634,21.589364383233548
742,2025-11-03,21.739812172559713,0.0,0,21.689027973279725,21.853417538197693,20.975747020918732,21.76153832996015,23.114700927106682,21.68151993493295
743,2025-11-05,21.739812172559713,0.16666666666666666,1,21.679248774930482,21.592643071371207,19.524473874063716,21.69033336189557,20.149071159962475,21.607569902066313
744,2025-11-08,21.739812172559713,0.0,0,21.96127666042193,21.81454095542635,23.714695738626173,21.724958043366126,22.882150034207253,21.644682566810392
745,2025-11-10,21.739812172559713,0.0,0,21.6796693428386,21.788494027503326,20.779010246004688,21.702146769395355,22.13906275962343,21.519382390873112
746,2025-11-12,21.739812172559713,0.16666666666666666,1,21.615551318117753,21.572206081481877,24.92186656884399,21.71502114530763,22.20825984993866,22.329427586934784
747,2025-11-15,21.739812172559713,0.3333333333333333,1,21.64022792398224,21.625991922383836,23.15833737068654,21.73735708929852,22.300000502243567,22.058094978375756
748,2025-11-17,21.739812172559713,0.16666666666666666,1,21.85728314328339,22.04870616326204,21.982761829446005,21.777530786653923,23.082967206627114,21.70765519948999
